	Kingdom:Phylum:Class:Order:Family:Genus:Species
SV_1511	Bacteria:Actinobacteriota:Actinobacteria:Micrococcales:Brevibacteriaceae:Brevibacterium:NA
SV_1512	Bacteria:Bacteroidota:Bacteroidia:Bacteroidales:Prevotellaceae:Prevotella_7:NA
SV_1513	Bacteria:Bacteroidota:Bacteroidia:Bacteroidales:Prevotellaceae:Prevotella_7:NA
SV_1514	Bacteria:Bacteroidota:Bacteroidia:Bacteroidales:Prevotellaceae:Prevotella_7:NA
SV_1515	Bacteria:Firmicutes:Clostridia:Lachnospirales:Lachnospiraceae:Lachnoanaerobaculum:NA
SV_1516	Bacteria:Fusobacteriota:Fusobacteriia:Fusobacteriales:Leptotrichiaceae:Leptotrichia:NA
SV_1517	Bacteria:Actinobacteriota:Actinobacteria:Corynebacteriales:Corynebacteriaceae:Corynebacterium:kroppenstedtii
SV_1518	Bacteria:Bacteroidota:Bacteroidia:Bacteroidales:Porphyromonadaceae:Porphyromonas:NA
SV_1519	Bacteria:Firmicutes:Clostridia:Oscillospirales:Hungateiclostridiaceae:NA:NA
SV_1520	Bacteria:Firmicutes:Clostridia:Lachnospirales:Lachnospiraceae:Sellimonas:NA
SV_1521	Bacteria:Firmicutes:Clostridia:Lachnospirales:Lachnospiraceae:[Eubacterium] xylanophilum group:NA
SV_1522	Bacteria:Firmicutes:Clostridia:Oscillospirales:Hydrogenoanaerobacterium:NA:NA
SV_1523	Bacteria:Firmicutes:Clostridia:Lachnospirales:Lachnospiraceae:GCA-900066575:NA
SV_1524	Bacteria:Firmicutes:Bacilli:Lactobacillales:Streptococcaceae:Streptococcus:NA
SV_1525	Bacteria:Firmicutes:Clostridia:Lachnospirales:Lachnospiraceae:Oribacterium:NA
SV_1526	Bacteria:Spirochaetota:Spirochaetia:Spirochaetales:Spirochaetaceae:Treponema:NA
SV_1527	Bacteria:Firmicutes:Clostridia:Lachnospirales:Lachnospiraceae:Lachnoclostridium:NA
SV_1528	Bacteria:Firmicutes:Clostridia:Oscillospirales:Oscillospiraceae:Oscillospira:NA
SV_1529	Bacteria:Bacteroidota:Bacteroidia:Bacteroidales:Bacteroidaceae:Bacteroides:NA
SV_1530	Bacteria:Firmicutes:Clostridia:Oscillospirales:Oscillospiraceae:Intestinimonas:NA
SV_1531	Bacteria:Firmicutes:Clostridia:Peptostreptococcales-Tissierellales:Anaerovoracaceae:Family XIII AD3011 group:NA
SV_1532	Bacteria:Actinobacteriota:Actinobacteria:Micrococcales:Brevibacteriaceae:Brevibacterium:NA
SV_1533	Bacteria:Fusobacteriota:Fusobacteriia:Fusobacteriales:Leptotrichiaceae:Leptotrichia:NA
SV_1534	Bacteria:Bacteroidota:Bacteroidia:Bacteroidales:Porphyromonadaceae:Porphyromonas:NA
SV_1535	Bacteria:Firmicutes:Clostridia:Oscillospirales:Hungateiclostridiaceae:Fastidiosipila:NA
SV_1536	Bacteria:Firmicutes:Clostridia:Oscillospirales:Ruminococcaceae:Incertae Sedis:NA
SV_1537	Bacteria:Fusobacteriota:Fusobacteriia:Fusobacteriales:Leptotrichiaceae:Leptotrichia:NA
SV_1538	Bacteria:Bacteroidota:Bacteroidia:Bacteroidales:Prevotellaceae:Prevotella:intermedia
SV_1539	Bacteria:Bacteroidota:Bacteroidia:Bacteroidales:Prevotellaceae:Alloprevotella:NA
SV_1540	Bacteria:Firmicutes:Bacilli:Lactobacillales:Lactobacillaceae:HT002:NA
SV_1541	Bacteria:Spirochaetota:Spirochaetia:Spirochaetales:Spirochaetaceae:Treponema:NA
SV_1542	Bacteria:Bacteroidota:Bacteroidia:Flavobacteriales:Flavobacteriaceae:Capnocytophaga:NA
SV_1543	Bacteria:Firmicutes:Clostridia:Lachnospirales:Defluviitaleaceae:Defluviitaleaceae UCG-011:NA
SV_1544	Bacteria:Firmicutes:Clostridia:Oscillospirales:Ruminococcaceae:NA:NA
SV_1545	Bacteria:Firmicutes:Bacilli:Staphylococcales:Staphylococcaceae:Staphylococcus:NA
SV_1546	Bacteria:Patescibacteria:Saccharimonadia:Saccharimonadales:Saccharimonadaceae:TM7x:NA
SV_1547	Bacteria:Bacteroidota:Bacteroidia:Flavobacteriales:Flavobacteriaceae:Capnocytophaga:NA
SV_1548	Bacteria:Bacteroidota:Bacteroidia:Bacteroidales:Prevotellaceae:Prevotella:NA
SV_1549	Bacteria:Bacteroidota:Bacteroidia:Flavobacteriales:Weeksellaceae:Bergeyella:NA
SV_1550	Bacteria:Firmicutes:Clostridia:Lachnospirales:Lachnospiraceae:Johnsonella:NA
SV_1551	Bacteria:Bacteroidota:Bacteroidia:Bacteroidales:Prevotellaceae:Prevotella:aurantiaca
SV_1552	Bacteria:Proteobacteria:Gammaproteobacteria:Burkholderiales:Sutterellaceae:Parasutterella:NA
SV_1553	Bacteria:Firmicutes:Clostridia:Peptostreptococcales-Tissierellales:Family XI:Murdochiella:NA
SV_1554	Bacteria:Firmicutes:Clostridia:Oscillospirales:Hungateiclostridiaceae:Fastidiosipila:NA
SV_1555	Bacteria:Actinobacteriota:Actinobacteria:Actinomycetales:Actinomycetaceae:Actinomyces:NA
SV_1556	Bacteria:Firmicutes:Clostridia:Oscillospirales:Ruminococcaceae:Candidatus Soleaferrea:NA
SV_1557	Bacteria:Firmicutes:Clostridia:Christensenellales:Christensenellaceae:Christensenellaceae R-7 group:NA
SV_1558	Bacteria:Bacteroidota:Bacteroidia:Bacteroidales:Bacteroidaceae:Bacteroides:NA
SV_1559	Bacteria:Firmicutes:Clostridia:Lachnospirales:Lachnospiraceae:NA:NA
SV_1560	Bacteria:Fusobacteriota:Fusobacteriia:Fusobacteriales:Leptotrichiaceae:Leptotrichia:NA
SV_1561	Bacteria:Firmicutes:Clostridia:Peptostreptococcales-Tissierellales:Family XI:Anaerococcus:NA
SV_1562	Bacteria:Firmicutes:Clostridia:Peptostreptococcales-Tissierellales:Family XI:Anaerococcus:provencensis
SV_1563	Bacteria:Firmicutes:Clostridia:Lachnospirales:Lachnospiraceae:Dorea:NA
SV_1564	Bacteria:Firmicutes:Clostridia:Lachnospirales:Lachnospiraceae:Blautia:hydrogenotrophica
SV_1565	Bacteria:Firmicutes:Clostridia:Oscillospirales:Ruminococcaceae:Incertae Sedis:NA
SV_1566	Bacteria:Firmicutes:Clostridia:Christensenellales:Christensenellaceae:NA:NA
SV_1567	Bacteria:Bacteroidota:Bacteroidia:Bacteroidales:Prevotellaceae:Prevotella:NA
SV_1568	Bacteria:Firmicutes:Clostridia:Lachnospirales:Lachnospiraceae:Butyrivibrio:NA
SV_1569	Bacteria:Proteobacteria:Gammaproteobacteria:Burkholderiales:Neisseriaceae:Neisseria:NA
SV_1570	Bacteria:Fusobacteriota:Fusobacteriia:Fusobacteriales:Leptotrichiaceae:Leptotrichia:NA
SV_1571	Bacteria:Bacteroidota:Bacteroidia:Flavobacteriales:Flavobacteriaceae:Capnocytophaga:NA
SV_1572	Bacteria:Firmicutes:Negativicutes:Veillonellales-Selenomonadales:Veillonellaceae:Anaeroglobus:geminatus
SV_1573	Bacteria:Firmicutes:Bacilli:Lactobacillales:Aerococcaceae:NA:NA
SV_1574	Bacteria:Bacteroidota:Bacteroidia:Bacteroidales:Marinifilaceae:Butyricimonas:faecihominis
SV_1575	Bacteria:Firmicutes:Clostridia:Christensenellales:Christensenellaceae:Christensenellaceae R-7 group:NA
SV_1576	Bacteria:Firmicutes:Bacilli:Lactobacillales:Streptococcaceae:Streptococcus:NA
SV_1577	Bacteria:Bacteroidota:Bacteroidia:Bacteroidales:Bacteroidaceae:Bacteroides:NA
SV_1578	Bacteria:Firmicutes:Clostridia:Christensenellales:Christensenellaceae:Christensenellaceae R-7 group:NA
SV_1579	Bacteria:Firmicutes:Negativicutes:Veillonellales-Selenomonadales:Veillonellaceae:Dialister:NA
SV_1580	Bacteria:Bacteroidota:Bacteroidia:Bacteroidales:Rikenellaceae:Alistipes:NA
SV_1581	Bacteria:Spirochaetota:Spirochaetia:Spirochaetales:Spirochaetaceae:Treponema:NA
SV_1582	Bacteria:Firmicutes:Clostridia:Lachnospirales:Lachnospiraceae:NA:NA
SV_1583	Bacteria:Firmicutes:Clostridia:Lachnospirales:Lachnospiraceae:Blautia:NA
SV_1584	Bacteria:Bacteroidota:Bacteroidia:Bacteroidales:Bacteroidaceae:Bacteroides:NA
SV_1585	Bacteria:Fusobacteriota:Fusobacteriia:Fusobacteriales:Fusobacteriaceae:Fusobacterium:NA
SV_1586	Bacteria:Firmicutes:Bacilli:Lactobacillales:Streptococcaceae:Streptococcus:NA
SV_1587	Bacteria:Synergistota:Synergistia:Synergistales:Synergistaceae:Fretibacterium:NA
SV_1588	Bacteria:Bacteroidota:Bacteroidia:Bacteroidales:Prevotellaceae:Prevotella:micans
SV_1589	Bacteria:Firmicutes:Clostridia:Peptostreptococcales-Tissierellales:Anaerovoracaceae:[Eubacterium] nodatum group:NA
SV_1590	Bacteria:Actinobacteriota:Actinobacteria:Actinomycetales:Actinomycetaceae:Actinomyces:NA
SV_1591	Bacteria:Bacteroidota:Bacteroidia:Flavobacteriales:Flavobacteriaceae:Capnocytophaga:NA
SV_1592	Bacteria:Spirochaetota:Spirochaetia:Spirochaetales:Spirochaetaceae:Treponema:NA
SV_1593	Bacteria:Bacteroidota:Bacteroidia:Flavobacteriales:Flavobacteriaceae:Capnocytophaga:NA
SV_1594	Bacteria:Actinobacteriota:Actinobacteria:Actinomycetales:Actinomycetaceae:NA:NA
SV_1595	Bacteria:Firmicutes:Clostridia:Oscillospirales:Oscillospiraceae:Intestinimonas:massiliensis
SV_1596	Bacteria:Firmicutes:Clostridia:Clostridiales:Clostridiaceae:Sarcina:ventriculi
SV_1597	Bacteria:Firmicutes:Clostridia:Oscillospirales:Ruminococcaceae:Incertae Sedis:NA
SV_1598	Bacteria:Firmicutes:Clostridia:Clostridiales:Clostridiaceae:Clostridium sensu stricto 1:NA
SV_1599	Bacteria:Firmicutes:Clostridia:Oscillospirales:Ruminococcaceae:Paludicola:NA
SV_1600	Bacteria:Firmicutes:Clostridia:Christensenellales:Christensenellaceae:Christensenellaceae R-7 group:NA
SV_1601	Bacteria:Firmicutes:Bacilli:Lactobacillales:Enterococcaceae:Enterococcus:NA
SV_1602	Bacteria:Bacteroidota:Bacteroidia:Bacteroidales:Prevotellaceae:Prevotella:NA
SV_1603	Bacteria:Bacteroidota:Bacteroidia:Bacteroidales:Prevotellaceae:Prevotella:NA
SV_1604	Bacteria:Firmicutes:Negativicutes:Veillonellales-Selenomonadales:Veillonellaceae:NA:NA
SV_1605	Bacteria:Firmicutes:Clostridia:Clostridiales:Clostridiaceae:Clostridium sensu stricto 1:tertium
SV_1606	Archaea:Euryarchaeota:Methanobacteria:Methanobacteriales:Methanobacteriaceae:Methanobrevibacter:NA
SV_1607	Bacteria:Firmicutes:Clostridia:Peptostreptococcales-Tissierellales:Family XI:Murdochiella:NA
SV_1608	Bacteria:Firmicutes:Clostridia:Oscillospirales:Oscillospiraceae:Intestinimonas:NA
SV_1609	Bacteria:Bacteroidota:Bacteroidia:Bacteroidales:Prevotellaceae:Prevotella:NA
SV_1610	Bacteria:Firmicutes:Clostridia:Oscillospirales:Oscillospiraceae:UCG-002:NA
SV_1611	Bacteria:Firmicutes:Clostridia:Lachnospirales:Lachnospiraceae:[Ruminococcus] torques group:NA
SV_1612	Bacteria:Firmicutes:Clostridia:Oscillospirales:Ruminococcaceae:Incertae Sedis:NA
SV_1613	Bacteria:Firmicutes:Clostridia:Oscillospirales:Ruminococcaceae:UBA1819:NA
SV_1614	Bacteria:Firmicutes:Clostridia:Oscillospirales:Oscillospiraceae:NK4A214 group:NA
SV_1615	Bacteria:Firmicutes:Clostridia:Oscillospirales:Ruminococcaceae:NA:NA
SV_1616	Bacteria:Firmicutes:Clostridia:Peptococcales:Peptococcaceae:Peptococcus:NA
SV_1617	Bacteria:Spirochaetota:Spirochaetia:Spirochaetales:Spirochaetaceae:Treponema:NA
SV_1618	Bacteria:Spirochaetota:Spirochaetia:Spirochaetales:Spirochaetaceae:Treponema:socranskii
SV_1619	Bacteria:Fusobacteriota:Fusobacteriia:Fusobacteriales:Fusobacteriaceae:Fusobacterium:NA
SV_1620	Bacteria:Firmicutes:Clostridia:Oscillospirales:Ruminococcaceae:NA:NA
SV_1621	Archaea:Thermoplasmatota:Thermoplasmata:Methanomassiliicoccales:Methanomassiliicoccaceae:Methanomassiliicoccus:NA
SV_1622	Bacteria:Firmicutes:Clostridia:Clostridiales:Clostridiaceae:Clostridium sensu stricto 1:NA
SV_1623	Bacteria:Firmicutes:Clostridia:Lachnospirales:Lachnospiraceae:Fusicatenibacter:NA
SV_1624	Bacteria:Spirochaetota:Spirochaetia:Spirochaetales:Spirochaetaceae:Treponema:NA
SV_1625	Bacteria:Firmicutes:Clostridia:Lachnospirales:Lachnospiraceae:Johnsonella:NA
SV_1626	Bacteria:Bacteroidota:Bacteroidia:Bacteroidales:Paludibacteraceae:F0058:NA
SV_1627	Bacteria:Bacteroidota:Bacteroidia:Bacteroidales:Prevotellaceae:Prevotella_7:NA
SV_1628	Bacteria:Firmicutes:Negativicutes:Veillonellales-Selenomonadales:Veillonellaceae:Veillonella:NA
SV_1629	Bacteria:Firmicutes:Clostridia:Oscillospirales:UCG-010:NA:NA
SV_1630	Bacteria:Firmicutes:Clostridia:Lachnospirales:Lachnospiraceae:NA:NA
SV_1631	Bacteria:Firmicutes:Clostridia:Oscillospirales:Oscillospiraceae:Colidextribacter:NA
SV_1632	Bacteria:Firmicutes:Clostridia:Oscillospirales:Oscillospiraceae:NK4A214 group:NA
SV_1633	Bacteria:Bacteroidota:Bacteroidia:Bacteroidales:Bacteroidaceae:Bacteroides:NA
SV_1634	Bacteria:Firmicutes:Clostridia:Oscillospirales:UCG-010:NA:NA
SV_1635	Bacteria:Bacteroidota:Bacteroidia:Flavobacteriales:Flavobacteriaceae:Capnocytophaga:ochracea
SV_1636	Bacteria:Bacteroidota:Bacteroidia:Bacteroidales:Prevotellaceae:Prevotella_7:NA
SV_1637	Bacteria:Firmicutes:Clostridia:Oscillospirales:Oscillospiraceae:UCG-002:NA
SV_1638	Bacteria:Bacteroidota:Bacteroidia:Bacteroidales:Prevotellaceae:Prevotella:NA
SV_1639	Bacteria:Firmicutes:Clostridia:Christensenellales:Christensenellaceae:Christensenellaceae R-7 group:NA
SV_1640	Bacteria:Firmicutes:Clostridia:Christensenellales:Christensenellaceae:NA:NA
SV_1641	Bacteria:Actinobacteriota:Actinobacteria:Corynebacteriales:Corynebacteriaceae:Corynebacterium:NA
SV_1642	Bacteria:Firmicutes:Clostridia:Oscillospirales:Oscillospiraceae:Colidextribacter:NA
SV_1643	Bacteria:Actinobacteriota:Actinobacteria:Actinomycetales:Actinomycetaceae:Actinomyces:NA
SV_1644	Bacteria:Bacteroidota:Bacteroidia:Flavobacteriales:Flavobacteriaceae:Capnocytophaga:NA
SV_1645	Bacteria:Actinobacteriota:Actinobacteria:Micrococcales:Micrococcaceae:Pseudoglutamicibacter:NA
SV_1646	Bacteria:Spirochaetota:Spirochaetia:Spirochaetales:Spirochaetaceae:Treponema:NA
SV_1647	Bacteria:Proteobacteria:Gammaproteobacteria:Enterobacterales:Pasteurellaceae:Actinobacillus:NA
SV_1648	Bacteria:Firmicutes:Clostridia:Lachnospirales:Lachnospiraceae:Lachnospiraceae UCG-004:NA
SV_1649	Bacteria:Bacteroidota:Bacteroidia:Bacteroidales:Prevotellaceae:Prevotella_7:NA
SV_1650	Bacteria:Actinobacteriota:Coriobacteriia:Coriobacteriales:Atopobiaceae:NA:NA
SV_1651	Bacteria:Firmicutes:Clostridia:Monoglobales:Monoglobaceae:Monoglobus:NA
SV_1652	Bacteria:Firmicutes:Clostridia:Lachnospirales:Lachnospiraceae:Eisenbergiella:tayi
SV_1653	Bacteria:Fusobacteriota:Fusobacteriia:Fusobacteriales:Leptotrichiaceae:Leptotrichia:NA
SV_1654	Bacteria:Actinobacteriota:Actinobacteria:Actinomycetales:Actinomycetaceae:Actinomyces:NA
SV_1655	Bacteria:Bacteroidota:Bacteroidia:Bacteroidales:Prevotellaceae:Prevotella_7:NA
SV_1656	Bacteria:Spirochaetota:Spirochaetia:Spirochaetales:Spirochaetaceae:Treponema:NA
SV_1657	Bacteria:Firmicutes:Clostridia:Peptostreptococcales-Tissierellales:Anaerovoracaceae:[Eubacterium] saphenum group:NA
SV_1658	Bacteria:Spirochaetota:Spirochaetia:Spirochaetales:Spirochaetaceae:Treponema:NA
SV_1659	Bacteria:Firmicutes:Bacilli:Mycoplasmatales:Mycoplasmataceae:Mycoplasma:NA
SV_1660	Bacteria:Bacteroidota:Bacteroidia:Flavobacteriales:Flavobacteriaceae:Capnocytophaga:NA
SV_1661	Bacteria:Firmicutes:Negativicutes:Veillonellales-Selenomonadales:Veillonellaceae:Negativicoccus:NA
SV_1662	Bacteria:Firmicutes:Clostridia:Oscillospirales:Oscillospiraceae:NK4A214 group:NA
SV_1663	Bacteria:Firmicutes:Clostridia:Oscillospirales:Ruminococcaceae:NA:NA
SV_1664	Bacteria:Actinobacteriota:Coriobacteriia:Coriobacteriales:Atopobiaceae:Atopobium:deltae
SV_1665	Bacteria:Firmicutes:Clostridia:Peptostreptococcales-Tissierellales:Anaerovoracaceae:[Eubacterium] nodatum group:NA
SV_1666	Bacteria:Firmicutes:Bacilli:Lactobacillales:Streptococcaceae:Streptococcus:NA
SV_1667	Bacteria:Firmicutes:Clostridia:Oscillospirales:Ruminococcaceae:Incertae Sedis:NA
SV_1668	Bacteria:Firmicutes:Clostridia:Oscillospirales:Oscillospiraceae:Colidextribacter:NA
SV_1669	Bacteria:Bacteroidota:Bacteroidia:Bacteroidales:Prevotellaceae:Prevotella_7:NA
SV_1670	Bacteria:Proteobacteria:Gammaproteobacteria:Xanthomonadales:Xanthomonadaceae:Xanthomonas:NA
SV_1671	Bacteria:Firmicutes:Bacilli:Lactobacillales:Lactobacillaceae:Limosilactobacillus:NA
SV_1672	Bacteria:Actinobacteriota:Actinobacteria:Micrococcales:Brevibacteriaceae:Brevibacterium:NA
SV_1673	Bacteria:Firmicutes:Clostridia:Lachnospirales:Lachnospiraceae:Lachnospiraceae UCG-001:NA
SV_1674	Bacteria:Firmicutes:Bacilli:Lactobacillales:Carnobacteriaceae:Allofustis:NA
SV_1675	Bacteria:Proteobacteria:Gammaproteobacteria:Enterobacterales:Enterobacteriaceae:Raoultella:NA
SV_1676	Bacteria:Firmicutes:Clostridia:Lachnospirales:Lachnospiraceae:Lachnospiraceae NK4A136 group:NA
SV_1677	Bacteria:Firmicutes:Clostridia:Peptostreptococcales-Tissierellales:Family XI:W5053:NA
SV_1678	Bacteria:Firmicutes:Clostridia:Peptostreptococcales-Tissierellales:Family XI:Murdochiella:massiliensis
SV_1679	Bacteria:Bacteroidota:Bacteroidia:Bacteroidales:Bacteroidales Incertae Sedis:Phocaeicola:abscessus
SV_1680	Bacteria:Firmicutes:Bacilli:Erysipelotrichales:Erysipelatoclostridiaceae:Eggerthia:catenaformis
SV_1681	Bacteria:Proteobacteria:Gammaproteobacteria:Burkholderiales:Neisseriaceae:Neisseria:NA
SV_1682	Bacteria:Firmicutes:Clostridia:Lachnospirales:Lachnospiraceae:NA:NA
SV_1683	Bacteria:Firmicutes:Clostridia:Lachnospirales:Lachnospiraceae:Johnsonella:NA
SV_1684	Bacteria:Spirochaetota:Spirochaetia:Spirochaetales:Spirochaetaceae:Treponema:NA
SV_1685	Bacteria:Firmicutes:Clostridia:Oscillospirales:UCG-010:NA:NA
SV_1686	Bacteria:Actinobacteriota:Actinobacteria:Micrococcales:Micrococcaceae:Micrococcus:NA
SV_1687	Bacteria:Firmicutes:Clostridia:Lachnospirales:Lachnospiraceae:Lachnospiraceae UCG-010:NA
SV_1688	Bacteria:Firmicutes:Clostridia:Oscillospirales:UCG-010:NA:NA
SV_1689	Bacteria:Firmicutes:Clostridia:Lachnospirales:Lachnospiraceae:[Ruminococcus] torques group:NA
SV_1690	Bacteria:Bacteroidota:Bacteroidia:Bacteroidales:Marinifilaceae:Butyricimonas:paravirosa
SV_1691	Bacteria:Firmicutes:Clostridia:Oscillospirales:Oscillospiraceae:NA:NA
SV_1692	Bacteria:Proteobacteria:Gammaproteobacteria:Burkholderiales:Burkholderiaceae:Lautropia:NA
SV_1693	Bacteria:Proteobacteria:Gammaproteobacteria:Enterobacterales:Enterobacteriaceae:NA:NA
SV_1694	Bacteria:Actinobacteriota:Actinobacteria:Micrococcales:Microbacteriaceae:Pseudoclavibacter:NA
SV_1695	Bacteria:Actinobacteriota:Coriobacteriia:Coriobacteriales:Eggerthellaceae:NA:NA
SV_1696	Bacteria:Firmicutes:Clostridia:Clostridiales:Clostridiaceae:Clostridium sensu stricto 1:NA
SV_1697	Bacteria:Firmicutes:Negativicutes:Veillonellales-Selenomonadales:Veillonellaceae:Anaeroglobus:NA
SV_1698	Bacteria:Fusobacteriota:Fusobacteriia:Fusobacteriales:Leptotrichiaceae:Leptotrichia:NA
SV_1699	Bacteria:Bacteroidota:Bacteroidia:Bacteroidales:Prevotellaceae:Prevotella:NA
SV_1700	Bacteria:Firmicutes:Bacilli:Lactobacillales:Aerococcaceae:Facklamia:NA
SV_1701	Bacteria:Firmicutes:Clostridia:Oscillospirales:Oscillospiraceae:Flavonifractor:NA
SV_1702	Bacteria:Firmicutes:Clostridia:Peptostreptococcales-Tissierellales:Family XI:Anaerococcus:NA
SV_1703	Bacteria:Firmicutes:Clostridia:Oscillospirales:Hungateiclostridiaceae:Fastidiosipila:NA
SV_1704	Bacteria:Bacteroidota:Bacteroidia:Bacteroidales:Tannerellaceae:Parabacteroides:distasonis
SV_1705	Bacteria:Firmicutes:Clostridia:Lachnospirales:Lachnospiraceae:Blautia:NA
SV_1706	Bacteria:Bacteroidota:Bacteroidia:Flavobacteriales:Flavobacteriaceae:Capnocytophaga:NA
SV_1707	Bacteria:Firmicutes:Negativicutes:Veillonellales-Selenomonadales:Selenomonadaceae:Selenomonas:NA
SV_1708	Bacteria:Fusobacteriota:Fusobacteriia:Fusobacteriales:Fusobacteriaceae:Fusobacterium:NA
SV_1709	Bacteria:Spirochaetota:Spirochaetia:Spirochaetales:Spirochaetaceae:Treponema:NA
SV_1710	Bacteria:Spirochaetota:Spirochaetia:Spirochaetales:Spirochaetaceae:Treponema:NA
SV_1711	Bacteria:Bacteroidota:Bacteroidia:Bacteroidales:Prevotellaceae:Prevotella:NA
SV_1712	Bacteria:Firmicutes:Bacilli:Lactobacillales:Streptococcaceae:Streptococcus:NA
SV_1713	Bacteria:Bacteroidota:Bacteroidia:Flavobacteriales:Weeksellaceae:Cloacibacterium:NA
SV_1714	Bacteria:Firmicutes:Bacilli:Lactobacillales:Aerococcaceae:Globicatella:NA
SV_1715	Bacteria:Firmicutes:Clostridia:Christensenellales:Christensenellaceae:Christensenellaceae R-7 group:NA
SV_1716	Bacteria:Firmicutes:Clostridia:Oscillospirales:Oscillospiraceae:Papillibacter:NA
SV_1717	Bacteria:Actinobacteriota:Actinobacteria:Micrococcales:Dermabacteraceae:Helcobacillus:massiliensis
SV_1718	Bacteria:Bacteroidota:Bacteroidia:Bacteroidales:Bacteroidaceae:Bacteroides:NA
SV_1719	Bacteria:Firmicutes:Clostridia:Oscillospirales:Ruminococcaceae:Negativibacillus:NA
SV_1720	Bacteria:Firmicutes:Clostridia:Oscillospirales:Oscillospiraceae:UCG-005:NA
SV_1721	Bacteria:Firmicutes:Clostridia:Oscillospirales:Oscillospiraceae:Intestinimonas:NA
SV_1722	Bacteria:Bacteroidota:Bacteroidia:Bacteroidales:Prevotellaceae:Prevotella:NA
SV_1723	Bacteria:Actinobacteriota:Actinobacteria:Actinomycetales:Actinomycetaceae:F0332:NA
SV_1724	Bacteria:Campylobacterota:Campylobacteria:Campylobacterales:Campylobacteraceae:Campylobacter:NA
SV_1725	Bacteria:Actinobacteriota:Actinobacteria:Actinomycetales:Actinomycetaceae:Actinomyces:NA
SV_1726	Bacteria:Bacteroidota:Bacteroidia:Bacteroidales:Prevotellaceae:Prevotella_7:NA
SV_1727	Bacteria:Firmicutes:Clostridia:Monoglobales:Monoglobaceae:Monoglobus:NA
SV_1728	Bacteria:Fusobacteriota:Fusobacteriia:Fusobacteriales:Leptotrichiaceae:Leptotrichia:NA
SV_1729	Bacteria:Bacteroidota:Bacteroidia:Bacteroidales:Prevotellaceae:Prevotella:NA
SV_1730	Bacteria:Fusobacteriota:Fusobacteriia:Fusobacteriales:Leptotrichiaceae:Leptotrichia:NA
SV_1731	Bacteria:Firmicutes:Clostridia:Peptostreptococcales-Tissierellales:Peptostreptococcaceae:NA:NA
SV_1732	Bacteria:Firmicutes:Clostridia:Christensenellales:Christensenellaceae:NA:NA
SV_1733	Bacteria:Firmicutes:Clostridia:Christensenellales:Christensenellaceae:Christensenella:massiliensis
SV_1734	Bacteria:Proteobacteria:Gammaproteobacteria:Pseudomonadales:Moraxellaceae:Acinetobacter:NA
SV_1735	Bacteria:Firmicutes:Clostridia:Oscillospirales:Oscillospiraceae:UCG-002:NA
SV_1736	Bacteria:Synergistota:Synergistia:Synergistales:Synergistaceae:Pyramidobacter:NA
SV_1737	Bacteria:Firmicutes:Clostridia:Oscillospirales:Ruminococcaceae:NA:NA
SV_1738	Bacteria:Actinobacteriota:Coriobacteriia:Coriobacteriales:Coriobacteriales Incertae Sedis:NA:NA
SV_1739	Bacteria:Proteobacteria:Gammaproteobacteria:Burkholderiales:Sutterellaceae:Parasutterella:NA
SV_1740	Bacteria:Firmicutes:Clostridia:Oscillospirales:Ruminococcaceae:NA:NA
SV_1741	Bacteria:Firmicutes:Clostridia:Lachnospirales:Lachnospiraceae:Blautia:NA
SV_1742	Bacteria:Actinobacteriota:Coriobacteriia:Coriobacteriales:Eggerthellaceae:Gordonibacter:NA
SV_1743	Bacteria:Firmicutes:Clostridia:Christensenellales:Christensenellaceae:Christensenellaceae R-7 group:NA
SV_1744	Bacteria:Firmicutes:Clostridia:Peptostreptococcales-Tissierellales:Anaerovoracaceae:[Eubacterium] saphenum group:NA
